Mfg Data (ASCII): 364A1585G3REVA-14C4810..........,,,,,,,,,,,,,,
CELL 9,6214,1582,2099,3511,40314,932212,3267119,25733338,3440433,504095,222,0,,33931139
MODULE 3,,,,,,,,,,,,,,
CELL 7,2992,1389,2031,3510,29785,886359,3268238,25881754,3412422,431800,3,0,,33920283
MODULE 4,,,,,,,,,,,,,,
Mfg Data (ASCII): 0039-1628-0MH-402335-00710......,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,0,0,18503,366498,2429117,328247,9505,0,0,,3151870
CELL 2,0,0,0,0,0,6719,348149,2495886,299413,1703,0,0,,3151870
CELL 3,0,0,0,0,0,27826,371926,2400096,334992,17030,0,0,,3151870
CELL 4,0,0,0,0,0,5615,344038,2506573,294578,1066,0,0,,3151870
CELL 5,0,0,0,0,0,26171,371038,2405732,333231,15698,0,0,,3151870
CELL 6,0,0,0,0,0,5243,342161,2510848,292677,941,0,0,,3151870
CELL 7,0,0,0,0,0,25252,370294,2408505,332728,15091,0,0,,3151870
CELL 8,0,0,0,0,0,4822,339626,2516503,290148,771,0,0,,3151870
CELL 9,0,0,0,0,0,25559,370377,2407126,333333,15475,0,0,,3151870
CELL 10,0,0,0,0,0,5605,343012,2508079,293785,1173,0,0,,3151654
CELL 12,0,0,0,0,0,16473,364700,2436336,325730,8415,0,0,,3151654
CELL 8,11640,2541,3264,4855,12903,699120,3257270,26288413,3355679,270452,2,0,,33906139
CELL 1,7219,2212,3013,4768,30300,880349,3236203,25878879,3445192,428753,56,0,,33916944
CELL 8,10262,2536,3315,4933,13508,704979,3254897,26287945,3364519,270048,2,0,,33916944
CELL 9,8604,2337,3132,4794,49918,991389,3219597,25644720,3444886,547395,172,0,,33916944
CELL 10,9879,2430,3180,4814,15001,734892,3254983,26223607,3377991,289949,2,0,,33916728
CELL 11,11623,2506,3242,4892,14894,736997,3253996,26219109,3377985,291482,2,0,,33916728
CELL 12,7937,2364,3217,5014,37119,916995,3231517,25799868,3453650,458975,64,0,,33916720
<Cell Balancers>,,,,,,,,,,,,,,
MODULE 8,,,,,,,,,,,,,,
Mfg Data (ASCII): 364A1585G3REVB-14C5070..........,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,6400,2325,3184,4966,35223,906932,3237107,25823090,3440548,453357,48,0,,33913180
CELL 2,7384,2371,3249,4973,17640,767099,3257937,26145324,3390825,316376,2,0,,33913180
CELL 3,6930,2316,3171,4885,47015,979178,3228223,25672686,3436353,532305,118,0,,33913180
CELL 4,7117,2264,3112,4812,13846,715071,3260081,26266386,3363543,276946,2,0,,33913180
CELL 6,7140,2332,3210,4924,13770,713816,3258142,26269508,3363735,276601,2,0,,33913180
CELL 2,6010,1713,2280,3737,19913,781062,3279903,26095963,3386165,332620,7,0,,33909373
CELL 11,7306,1656,2205,3567,16766,752784,3286319,26154126,3371621,312798,9,0,,33909157
CELL 2,10536,2348,3191,4955,16064,739312,3262542,26190661,3387445,303313,3,0,,33920370
CELL 3,9879,2365,3239,5021,47881,979076,3231216,25655126,3443243,542985,339,0,,33920370
CELL 4,10811,2369,3189,4876,13594,710754,3262768,26265129,3365731,281147,2,0,,33920370
CELL 5,8822,2204,2993,4747,45796,973085,3233150,25679642,3435881,533864,186,0,,33920370
CELL 6,10142,2324,3168,4924,14081,711737,3261537,26262250,3369301,280904,2,0,,33920370
CELL 7,10344,2345,3176,4938,49650,989634,3227361,25640508,3439689,552471,254,0,,33920370
CELL 8,11733,2489,3288,5020,13832,708733,3257894,26271865,3366374,279140,2,0,,33920370
CELL 9,10280,2333,3175,4924,46524,974092,3228757,25678197,3436894,535056,138,0,,33920370
CELL 10,11735,2480,3323,5087,14733,722910,3259165,26240915,3373112,286692,2,0,,33920154
CELL 11,12696,2533,3328,5028,15899,747595,3256964,26184645,3387088,304376,2,0,,33920154
CELL 12,9293,2154,2913,4684,39203,930483,3238354,25753742,3453200,485932,188,0,,33920146
<Cell Balancers>,,,,,,,,,,,,,,
MODULE 12,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 12,0,0,0,0,0,17947,366761,2429683,327845,9421,0,0,,3151657
CELL 5,0,0,0,0,0,26195,370949,2405461,333370,15910,0,0,,3151885
CELL 12,0,0,0,0,0,16998,364942,2433576,327221,8932,0,0,,3151669
<Cell Balancers>,,,,,,,,,,,,,,
MODULE 15,,,,,,,,,,,,,,
Mfg Data (ASCII): 364A1585G3REVB-14C5061..........,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,7829,2231,3016,4753,30387,881071,3235022,25880691,3438405,429491,81,0,,33912977
CELL 2,8936,2351,3168,4885,14601,717063,3259852,26251000,3371288,279830,3,0,,33912977
CELL 3,6485,2081,2755,4475,50621,996236,3223741,25630617,3440891,554769,306,0,,33912977
CELL 4,8415,2300,3090,4796,14374,722205,3260419,26244265,3369178,283933,2,0,,33912977
CELL 5,6906,2094,2776,4444,47008,980912,3227939,25670788,3434275,535663,172,0,,33912977
CELL 6,8816,2308,3083,4723,13444,714219,3256427,26274287,3360433,275237,0,0,,33912977
CELL 7,8510,2259,3018,4688,49575,992750,3220987,25648507,3435675,546847,161,0,,33912977
CELL 8,10008,2398,3084,4706,13159,706379,3255473,26289388,3357196,271185,1,0,,33912977
CELL 10,10518,2464,3227,4891,14153,725807,3254403,26248202,3366814,282280,2,0,,33912761
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
