Data retrieved: 06/01/2017 @ 10:41:41,,,,,,,,,,,,,,
Mfg Data (ASCII): 364A1583G100-14B0081............,,,,,,,,,,,,,,
MODULE 1,,,,,,,,,,,,,,
Mfg Data (ASCII): 364A1585G3REVB-14C5292..........,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,32,30034,972756,3788776,28477282,3756849,735104,405,0,,37761238
CELL 2,0,0,0,27,14239,778209,3818459,28898068,3744921,507292,23,0,,37761238
CELL 3,0,0,0,36,49785,1110559,3772864,28215657,2092044,498966,774,0,,35740685
CELL 4,0,0,0,15,17802,828868,3821733,28799886,3743190,549722,10,0,,37761226
CELL 5,0,0,0,45,56492,1138995,3778724,28145492,3661411,978688,1390,0,,37761237
CELL 6,0,0,0,25,18142,835724,3823589,28779100,3744989,559658,10,0,,37761237
CELL 7,0,0,0,37,49602,1112447,3771076,28218399,3697241,911863,572,0,,37761237
CELL 8,0,0,0,22,11686,748633,3815178,28960026,3737522,488160,10,0,,37761237
CELL 9,0,0,0,34,42179,1078337,3766530,28287721,3722777,863235,424,0,,37761237
CELL 10,0,0,0,26,13796,775234,3814438,28918604,3738172,500955,12,0,,37761237
CELL 11,0,0,0,26,16514,821979,3815927,28815355,3746155,545259,22,0,,37761237
CELL 12,0,0,0,31,37950,1025683,3797909,28373016,3751985,774252,411,0,,37761237
<Cell Balancers>,,,,,,,,,,,,,,
MODULE 2,,,,,,,,,,,,,,
Mfg Data (ASCII): 364A1585G3REVB-14C5291..........,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,24,20203,886463,3795205,28687722,3748739,623079,11,0,,37761446
CELL 2,0,0,0,14,5075,645297,3811747,29216751,3701735,380827,0,0,,37761446
CELL 3,0,0,0,23,24149,956603,3776354,28569272,2096196,387607,13,0,,35810217
CELL 4,0,0,0,11,3470,614464,3806585,29285713,3691317,359883,0,0,,37761443
CELL 5,0,0,0,23,23919,954578,3773489,28579503,3736647,693276,10,0,,37761445
CELL 6,0,0,0,14,4640,645866,3808861,29222845,3697666,381553,0,0,,37761445
CELL 7,0,0,0,24,29065,995476,3776535,28495595,3732741,731993,16,0,,37761445
CELL 8,0,0,0,14,5382,656788,3809936,29200340,3699133,389852,0,0,,37761445
CELL 9,0,0,0,23,28501,990031,3775352,28504987,3733368,729168,15,0,,37761445
CELL 10,0,0,0,15,3627,611712,3812315,29293400,3686944,353432,0,0,,37761445
CELL 11,0,0,0,17,4166,625429,3812578,29262435,3691601,365217,2,0,,37761445
CELL 12,0,0,0,24,14592,817619,3796647,28829177,3743240,560125,21,0,,37761445
<Cell Balancers>,,,,,,,,,,,,,,
MODULE 3,,,,,,,,,,,,,,
Mfg Data (ASCII): 364A1585G3REVB-14C5290..........,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,21,13959,808933,3782708,28857751,3738863,558914,3,0,,37761152
CELL 2,0,0,0,13,2015,555098,3794056,29425281,3671749,312940,0,0,,37761152
CELL 3,0,0,0,22,20559,916203,3769762,28656427,2091197,368010,5,0,,35822185
CELL 4,0,0,0,9,1696,561399,3793485,29412325,3670414,321822,0,0,,37761150
CELL 5,0,0,0,19,21027,917948,3770807,28663465,3730337,657547,1,0,,37761151
CELL 6,0,0,0,10,1791,568672,3794139,29397980,3672880,325679,0,0,,37761151
CELL 7,0,0,0,18,20193,915907,3766064,28672655,3731563,654750,1,0,,37761151
CELL 8,0,0,0,8,1329,539302,3789881,29467739,3661818,301074,0,0,,37761151
CELL 9,0,0,0,16,17722,891623,3766426,28722078,3729961,633325,0,0,,37761151
CELL 10,0,0,0,11,2350,587155,3799255,29359878,3677389,335113,0,0,,37761151
CELL 11,0,0,0,12,2465,595987,3800775,29334702,3682259,344951,0,0,,37761151
CELL 12,0,0,0,19,12169,784379,3787356,28911344,3737129,528755,0,0,,37761151
<Cell Balancers>,,,,,,,,,,,,,,
MODULE 4,,,,,,,,,,,,,,
Mfg Data (ASCII): 364A1585G3REVB-14C5289..........,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,19,13639,804785,3788220,28871677,3738326,544708,1,0,,37761375
CELL 2,0,0,0,12,2567,590949,3805257,29347205,3680858,334527,0,0,,37761375
CELL 3,0,0,0,20,21521,924984,3769975,28653067,2091356,361741,3,0,,35822667
CELL 4,0,0,0,9,1840,570636,3798108,29398929,3670404,321447,0,0,,37761373
CELL 5,0,0,0,19,20385,919670,3768836,28664550,3731254,656657,3,0,,37761374
CELL 6,0,0,0,10,2049,585042,3795756,29371402,3675075,332040,0,0,,37761374
CELL 7,0,0,0,20,18719,903169,3773017,28696954,3729985,639507,3,0,,37761374
CELL 8,0,0,0,10,1503,551830,3797948,29439778,3662167,308138,0,0,,37761374
CELL 9,0,0,0,19,17302,889019,3773478,28722200,3728945,630408,3,0,,37761374
CELL 10,0,0,0,12,1724,556146,3802070,29433694,3662195,305533,0,0,,37761374
CELL 11,0,0,0,13,2283,583011,3804353,29369533,3672216,329965,0,0,,37761374
CELL 12,0,0,0,21,14060,810440,3787568,28858392,3738741,552149,3,0,,37761374
<Cell Balancers>,,,,,,,,,,,,,,
MODULE 5,,,,,,,,,,,,,,
Mfg Data (ASCII): 364A1585G3REVB-14C5286..........,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,20,11231,770664,3790571,28933710,3733054,522211,2,0,,37761463
CELL 2,0,0,0,12,2092,552856,3805556,29416760,3671946,312240,1,0,,37761463
CELL 3,0,0,0,19,15565,862560,3774554,28773279,2085358,331578,2,0,,35842915
CELL 4,0,0,0,11,2074,565825,3804742,29386220,3674412,328177,1,0,,37761462
CELL 5,0,0,0,18,16826,878402,3779997,28732779,3727425,626013,2,0,,37761462
CELL 6,0,0,0,10,1582,542166,3798848,29444754,3666287,307814,1,0,,37761462
CELL 7,0,0,0,20,18360,895673,3777275,28700656,3729996,639479,3,0,,37761462
CELL 8,0,0,0,9,1399,530007,3796528,29480909,3658690,293919,1,0,,37761462
CELL 9,0,0,0,20,19811,912108,3774766,28665118,3730873,658762,4,0,,37761462
CELL 10,0,0,0,12,2453,594042,3805046,29330973,3681568,347367,1,0,,37761462
CELL 11,0,0,0,13,2851,600046,3810396,29317766,3683646,346743,1,0,,37761462
CELL 12,0,0,0,21,14369,812009,3803812,28831446,3738655,561144,6,0,,37761462
<Cell Balancers>,,,,,,,,,,,,,,
MODULE 6,,,,,,,,,,,,,,
Mfg Data (ASCII): 364A1585G3REVB-14C5283..........,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,23,16888,846563,3792553,28761862,3745330,598036,7,0,,37761262
CELL 2,0,0,0,12,2462,582606,3799608,29354887,3684523,337164,0,0,,37761262
CELL 3,0,0,0,21,20632,914778,3775164,28655994,2090785,364063,6,0,,35821443
CELL 4,0,0,0,10,2342,580150,3798817,29362226,3680760,336955,0,0,,37761260
CELL 5,0,0,0,19,20243,911213,3776372,28664133,3730983,658291,7,0,,37761261
CELL 6,0,0,0,10,2340,580342,3797320,29362319,3680870,338060,0,0,,37761261
CELL 7,0,0,0,20,19536,909461,3770968,28669462,3733410,658397,7,0,,37761261
CELL 8,0,0,0,12,2998,600187,3800077,29312655,3688213,357119,0,0,,37761261
CELL 9,0,0,0,19,17776,889383,3772300,28710381,3732353,639046,3,0,,37761261
CELL 10,0,0,0,10,1843,555985,3798482,29416095,3672278,316568,0,0,,37761261
CELL 11,0,0,0,12,2028,558295,3800694,29407293,3674676,318263,0,0,,37761261
CELL 12,0,0,0,22,13540,795615,3801424,28864198,3738940,547513,9,0,,37761261
<Cell Balancers>,,,,,,,,,,,,,,
MODULE 7,,,,,,,,,,,,,,
Mfg Data (ASCII): 364A1585G3REVB-14C5285..........,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,23,18583,874072,3783042,28710404,3750311,624891,15,0,,37761341
CELL 2,0,0,0,18,6383,684836,3807150,29107766,3718352,436836,0,0,,37761341
CELL 3,0,0,0,32,30995,1010791,3769523,28441161,2095485,431804,70,0,,35779861
CELL 4,0,0,0,12,6016,683238,3803008,29119412,3713525,436123,0,0,,37761334
CELL 5,0,0,0,27,29608,1004864,3765296,28468557,3731098,761858,32,0,,37761340
CELL 6,0,0,0,18,5764,680673,3801021,29124571,3714750,434542,1,0,,37761340
CELL 7,0,0,0,24,25925,974946,3763263,28533719,3736551,726895,17,0,,37761340
CELL 8,0,0,0,18,6280,689424,3802566,29106265,3714285,442501,1,0,,37761340
CELL 9,0,0,0,27,31347,1017873,3761190,28439109,3731234,780524,36,0,,37761340
CELL 10,0,0,0,16,5810,686713,3799864,29122054,3713043,433840,0,0,,37761340
CELL 11,0,0,0,18,8843,724742,3808835,29026826,3724301,467774,1,0,,37761340
CELL 12,0,0,0,24,22088,914722,3787376,28619415,3752878,664817,20,0,,37761340
<Cell Balancers>,,,,,,,,,,,,,,
MODULE 8,,,,,,,,,,,,,,
Mfg Data (ASCII): 364A1585G3REVB-14C5284..........,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,19,12820,790891,3792765,28895698,3734698,534455,1,0,,37761347
CELL 2,0,0,0,10,2032,569550,3804165,29395203,3671605,318782,0,0,,37761347
CELL 3,0,0,0,18,17875,892075,3775885,28716220,2086584,345582,2,0,,35834241
CELL 4,0,0,0,9,1404,537824,3801014,29466951,3656609,297535,0,0,,37761346
CELL 5,0,0,0,18,16059,871874,3774224,28766837,3724306,608026,2,0,,37761346
CELL 6,0,0,0,9,1233,528194,3796327,29494286,3652922,288375,0,0,,37761346
CELL 7,0,0,0,18,16515,881065,3774183,28745179,3725829,618555,2,0,,37761346
CELL 8,0,0,0,9,1503,544185,3802212,29452572,3659171,301694,0,0,,37761346
CELL 9,0,0,0,18,16855,883601,3777394,28731706,3726001,625769,2,0,,37761346
CELL 10,0,0,0,9,1423,534236,3803819,29478101,3653644,290114,0,0,,37761346
CELL 11,0,0,0,14,1986,562218,3809371,29408707,3664579,314471,0,0,,37761346
CELL 12,0,0,0,21,11190,770802,3798876,28923852,3732079,524521,5,0,,37761346
<Cell Balancers>,,,,,,,,,,,,,,
MODULE 9,,,,,,,,,,,,,,
Mfg Data (ASCII): 0A12-1301-05U-402335-00609......,,,,,,,,,,,,,,
,< 2.0,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,26,17501,858972,3793188,28763862,3744039,584014,6,0,,37761608
CELL 2,0,0,0,18,4561,641453,3809462,29232187,3698300,375626,1,0,,37761608
CELL 3,0,0,0,28,25353,965597,3776170,28576231,2089986,362765,5,0,,35796135
CELL 4,0,0,0,11,2749,607202,3803654,29321648,3679883,346455,1,0,,37761603
CELL 5,0,0,0,24,24782,962129,3775590,28589412,3730723,678942,5,0,,37761607
CELL 6,0,0,0,17,3200,625166,3800333,29281901,3687177,363812,1,0,,37761607
CELL 7,0,0,0,25,24834,962330,3772910,28587875,3732352,681276,5,0,,37761607
CELL 8,0,0,0,15,2115,582454,3796083,29375444,3675334,330161,1,0,,37761607
CELL 9,0,0,0,23,24962,964243,3771017,28584047,3733042,684269,4,0,,37761607
CELL 10,0,0,0,17,3806,632002,3802938,29258676,3694588,369579,1,0,,37761607
CELL 11,0,0,0,18,5418,666716,3804255,29175644,3710320,399234,2,0,,37761607
CELL 12,0,0,0,25,17674,856714,3795581,28763272,3746534,581802,5,0,,37761607
<Cell Balancers>,,,,,,,,,,,,,,
MODULE 10,,,,,,,,,,,,,,
